Antecedent,Consequent,Support,Confidence,Lift,Count
Mastering Economics 10,Advanced History 7,0.001,0.125,31.3438,1
Guide to History 7,History of Chemistry 4,0.001,0.125,31.3438,1
Handbook of Biology 7,History of Philosophy 10,0.001,0.125,31.3438,1
History of AI 7,History of Calculus 3,0.001,0.125,31.3438,1
History of AI 7,Introduction to Python 6,0.001,0.125,31.3438,1
The Art of Physics 7,Guide to Calculus 3,0.001,0.125,31.3438,1
Guide to Art 1,Introduction to Art 2,0.001,0.125,31.3438,1
The Art of History 10,Mastering AI 9,0.001,0.125,31.3438,1
The Art of History 10,Fundamentals of Music 4,0.001,0.125,31.3438,1
Handbook of Machine Learning 5,Introduction to Economics 3,0.001,0.125,31.3438,1
Advanced Music 4,Mastering Physics 1,0.001,0.125,31.3438,1
Handbook of Art 1,Guide to Python 4,0.001,0.125,31.3438,1
The Art of History 10,Mastering Python 4,0.001,0.125,31.3438,1
Introduction to Physics 3,History of Philosophy 9,0.001,0.125,31.3438,1
Handbook of Biology 7,Introduction to History 8,0.001,0.125,31.3438,1
The Art of History 9,Introduction to Art 5,0.001,0.125,31.3438,1
Advanced Music 4,Fundamentals of Java 10,0.001,0.125,31.3438,1
Advanced Music 4,Advanced Python 5,0.001,0.125,31.3438,1
Handbook of Machine Learning 5,Advanced Python 5,0.001,0.125,31.3438,1
History of Calculus 4,Introduction to Art 5,0.001,0.125,31.3438,1
Handbook of Art 1,Guide to Music 9,0.001,0.125,31.3438,1
Handbook of Art 1,Advanced Biology 4,0.001,0.125,31.3438,1
Advanced Music 4,The Art of History 8,0.001,0.125,31.3438,1
Mastering Java 8,Guide to Music 9,0.001,0.125,31.3438,1
History of Calculus 4,Fundamentals of Philosophy 9,0.001,0.125,31.3438,1
The Art of Physics 7,Introduction to History 8,0.001,0.125,31.3438,1
History of Calculus 8,Handbook of Philosophy 7,0.001,0.125,31.3438,1
Handbook of Machine Learning 5,Advanced Machine Learning 8,0.001,0.125,31.3438,1
History of Calculus 4,History of Economics 6,0.001,0.125,31.3438,1
History of Calculus 4,History of Python 10,0.001,0.125,31.3438,1
Introduction to Physics 3,History of Calculus 5,0.001,0.125,31.3438,1
Fundamentals of Calculus 10,Guide to Machine Learning 2,0.001,0.125,31.3438,1
Mastering Python 6,History of Chemistry 2,0.001,0.125,31.3438,1
Mastering Java 8,Advanced Python 2,0.001,0.125,31.3438,1
Advanced Music 4,Handbook of Python 4,0.001,0.125,31.3438,1
Advanced Music 4,History of Machine Learning 6,0.001,0.125,31.3438,1
The Art of History 10,Handbook of Philosophy 7,0.001,0.125,31.3438,1
Introduction to Physics 3,Guide to Calculus 6,0.001,0.125,31.3438,1
Guide to History 7,Guide to AI 8,0.001,0.125,31.3438,1
The Art of Java 4,Introduction to Machine Learning 7,0.001,0.3333,30.3939,1
History of Economics 5,The Art of Calculus 3,0.001,0.3333,30.3939,1
Guide to Philosophy 2,Introduction to Art 6,0.001,0.3333,30.3939,1
History of Art 8,Mastering Java 10,0.001,0.3333,30.3939,1
Handbook of Physics 4,Guide to Music 2,0.001,0.3333,30.3939,1
Fundamentals of Art 5,Guide to Physics 1,0.001,0.3333,30.3939,1
Guide to Python 6,The Art of Calculus 3,0.001,0.3333,30.3939,1
Advanced AI 6,Guide to Physics 1,0.001,0.3333,30.3939,1
Advanced AI 6,Introduction to Art 6,0.001,0.3333,30.3939,1
Advanced Java 2,Introduction to Art 6,0.001,0.3333,30.3939,1
Introduction to Music 9,Mastering AI 6,0.001,0.3333,30.3939,1
Introduction to Music 10,Handbook of Philosophy 10,0.001,0.3333,30.3939,1
Fundamentals of Chemistry 2,Handbook of Philosophy 10,0.001,0.3333,30.3939,1
Guide to Java 2,Mastering Java 10,0.001,0.3333,30.3939,1
The Art of Java 4,Guide to Physics 1,0.001,0.3333,30.3939,1
The Art of Economics 7,Guide to Music 2,0.001,0.3333,30.3939,1
History of Economics 5,Guide to Music 2,0.001,0.3333,30.3939,1
Advanced Python 9,Guide to Physics 1,0.001,0.3333,30.3939,1
Mastering Biology 4,Mastering AI 6,0.001,0.3333,30.3939,1
Introduction to Machine Learning 7,The Art of Java 4,0.001,0.0909,30.3939,1
The Art of Calculus 3,History of Economics 5,0.001,0.0909,30.3939,1
Introduction to Art 6,Guide to Philosophy 2,0.001,0.0909,30.3939,1
Mastering Java 10,History of Art 8,0.001,0.0909,30.3939,1
Guide to Music 2,Handbook of Physics 4,0.001,0.0909,30.3939,1
Guide to Physics 1,Fundamentals of Art 5,0.001,0.0909,30.3939,1
The Art of Calculus 3,Guide to Python 6,0.001,0.0909,30.3939,1
Guide to Physics 1,Advanced AI 6,0.001,0.0909,30.3939,1
Introduction to Art 6,Advanced AI 6,0.001,0.0909,30.3939,1
Introduction to Art 6,Advanced Java 2,0.001,0.0909,30.3939,1
Mastering AI 6,Introduction to Music 9,0.001,0.0909,30.3939,1
Handbook of Philosophy 10,Introduction to Music 10,0.001,0.0909,30.3939,1
Handbook of Philosophy 10,Fundamentals of Chemistry 2,0.001,0.0909,30.3939,1
Mastering Java 10,Guide to Java 2,0.001,0.0909,30.3939,1
Guide to Physics 1,The Art of Java 4,0.001,0.0909,30.3939,1
Guide to Music 2,The Art of Economics 7,0.001,0.0909,30.3939,1
Guide to Music 2,History of Economics 5,0.001,0.0909,30.3939,1
Guide to Physics 1,Advanced Python 9,0.001,0.0909,30.3939,1
Mastering AI 6,Mastering Biology 4,0.001,0.0909,30.3939,1
Mastering Calculus 2,Advanced Chemistry 5,0.001,0.5,29.5,1
Handbook of Biology 5,The Art of History 1,0.001,0.5,29.5,1
Introduction to Economics 10,The Art of History 1,0.001,0.5,29.5,1
Fundamentals of Biology 10,Introduction to Music 3,0.001,0.5,29.5,1
Mastering Philosophy 7,The Art of History 1,0.001,0.5,29.5,1
Fundamentals of Art 6,The Art of History 1,0.001,0.5,29.5,1
History of Physics 3,Advanced Physics 2,0.001,0.5,29.5,1
Advanced Chemistry 5,Mastering Calculus 2,0.001,0.0588,29.5,1
The Art of History 1,Handbook of Biology 5,0.001,0.0588,29.5,1
The Art of History 1,Introduction to Economics 10,0.001,0.0588,29.5,1
Introduction to Music 3,Fundamentals of Biology 10,0.001,0.0588,29.5,1
The Art of History 1,Mastering Philosophy 7,0.001,0.0588,29.5,1
The Art of History 1,Fundamentals of Art 6,0.001,0.0588,29.5,1
Advanced Physics 2,History of Physics 3,0.001,0.0588,29.5,1
The Art of History 4,Handbook of Economics 2,0.001,0.2,28.6571,1
Mastering Machine Learning 10,Guide to Python 1,0.001,0.2,28.6571,1
Introduction to AI 10,Advanced Java 3,0.001,0.2,28.6571,1
Advanced Music 1,History of Chemistry 10,0.001,0.2,28.6571,1
Introduction to AI 3,History of Machine Learning 1,0.001,0.2,28.6571,1
Guide to Art 3,Handbook of Economics 2,0.001,0.2,28.6571,1
Fundamentals of Economics 6,History of Biology 3,0.001,0.2,28.6571,1
Guide to Machine Learning 5,Advanced History 4,0.001,0.2,28.6571,1
Advanced Python 1,The Art of AI 9,0.001,0.2,28.6571,1
Mastering Chemistry 9,Advanced Chemistry 4,0.001,0.2,28.6571,1
Advanced Calculus 9,Handbook of Java 9,0.001,0.2,28.6571,1
Introduction to Python 5,History of Machine Learning 1,0.001,0.2,28.6571,1
Fundamentals of Music 1,Advanced History 4,0.001,0.2,28.6571,1
Handbook of Art 7,The Art of Java 2,0.001,0.2,28.6571,1
Advanced Art 4,The Art of Java 2,0.001,0.2,28.6571,1
Introduction to AI 10,History of Machine Learning 1,0.001,0.2,28.6571,1
History of Calculus 7,Fundamentals of Java 7,0.001,0.2,28.6571,1
History of Chemistry 5,Fundamentals of Java 7,0.001,0.2,28.6571,1
Fundamentals of Physics 6,The Art of Python 5,0.001,0.2,28.6571,1
Handbook of Economics 3,History of History 2,0.001,0.2,28.6571,1
Introduction to Machine Learning 1,Fundamentals of Python 1,0.001,0.2,28.6571,1
Mastering Philosophy 2,Mastering Philosophy 4,0.001,0.2,28.6571,1
The Art of Economics 4,Mastering Calculus 1,0.001,0.2,28.6571,1
Introduction to History 7,Mastering History 6,0.001,0.2,28.6571,1
Advanced Python 1,Guide to Python 1,0.001,0.2,28.6571,1
Advanced Biology 10,Handbook of Economics 2,0.001,0.2,28.6571,1
Advanced Python 7,Fundamentals of Python 1,0.001,0.2,28.6571,1
Handbook of Art 7,Advanced History 4,0.001,0.2,28.6571,1
Mastering Philosophy 2,History of Philosophy 8,0.001,0.2,28.6571,1
Handbook of Music 2,Guide to Java 4,0.001,0.2,28.6571,1
Advanced Music 1,The Art of Java 2,0.001,0.2,28.6571,1
Guide to Economics 1,Mastering Chemistry 2,0.001,0.2,28.6571,1
Advanced History 5,Fundamentals of Python 7,0.001,0.2,28.6571,1
Fundamentals of Economics 4,History of Art 2,0.001,0.2,28.6571,1
Introduction to Python 5,Guide to Python 1,0.001,0.2,28.6571,1
Handbook of Economics 2,The Art of History 4,0.001,0.1429,28.6571,1
Guide to Python 1,Mastering Machine Learning 10,0.001,0.1429,28.6571,1
Advanced Java 3,Introduction to AI 10,0.001,0.1429,28.6571,1
History of Chemistry 10,Advanced Music 1,0.001,0.1429,28.6571,1
History of Machine Learning 1,Introduction to AI 3,0.001,0.1429,28.6571,1
Handbook of Economics 2,Guide to Art 3,0.001,0.1429,28.6571,1
History of Biology 3,Fundamentals of Economics 6,0.001,0.1429,28.6571,1
Advanced History 4,Guide to Machine Learning 5,0.001,0.1429,28.6571,1
The Art of AI 9,Advanced Python 1,0.001,0.1429,28.6571,1
Advanced Chemistry 4,Mastering Chemistry 9,0.001,0.1429,28.6571,1
Handbook of Java 9,Advanced Calculus 9,0.001,0.1429,28.6571,1
History of Machine Learning 1,Introduction to Python 5,0.001,0.1429,28.6571,1
Advanced History 4,Fundamentals of Music 1,0.001,0.1429,28.6571,1
The Art of Java 2,Handbook of Art 7,0.001,0.1429,28.6571,1
The Art of Java 2,Advanced Art 4,0.001,0.1429,28.6571,1
History of Machine Learning 1,Introduction to AI 10,0.001,0.1429,28.6571,1
Fundamentals of Java 7,History of Calculus 7,0.001,0.1429,28.6571,1
Fundamentals of Java 7,History of Chemistry 5,0.001,0.1429,28.6571,1
The Art of Python 5,Fundamentals of Physics 6,0.001,0.1429,28.6571,1
History of History 2,Handbook of Economics 3,0.001,0.1429,28.6571,1
Fundamentals of Python 1,Introduction to Machine Learning 1,0.001,0.1429,28.6571,1
Mastering Philosophy 4,Mastering Philosophy 2,0.001,0.1429,28.6571,1
Mastering Calculus 1,The Art of Economics 4,0.001,0.1429,28.6571,1
Mastering History 6,Introduction to History 7,0.001,0.1429,28.6571,1
Guide to Python 1,Advanced Python 1,0.001,0.1429,28.6571,1
Handbook of Economics 2,Advanced Biology 10,0.001,0.1429,28.6571,1
Fundamentals of Python 1,Advanced Python 7,0.001,0.1429,28.6571,1
Advanced History 4,Handbook of Art 7,0.001,0.1429,28.6571,1
History of Philosophy 8,Mastering Philosophy 2,0.001,0.1429,28.6571,1
Guide to Java 4,Handbook of Music 2,0.001,0.1429,28.6571,1
The Art of Java 2,Advanced Music 1,0.001,0.1429,28.6571,1
Mastering Chemistry 2,Guide to Economics 1,0.001,0.1429,28.6571,1
Fundamentals of Python 7,Advanced History 5,0.001,0.1429,28.6571,1
History of Art 2,Fundamentals of Economics 4,0.001,0.1429,28.6571,1
Guide to Python 1,Introduction to Python 5,0.001,0.1429,28.6571,1
Fundamentals of Chemistry 10,Guide to Biology 7,0.001,0.3333,27.8611,1
The Art of Music 3,Guide to Biology 7,0.001,0.3333,27.8611,1
Mastering Economics 5,Fundamentals of Biology 4,0.001,0.3333,27.8611,1
Fundamentals of Calculus 1,Guide to Biology 7,0.001,0.3333,27.8611,1
Handbook of Python 7,Fundamentals of Biology 4,0.001,0.3333,27.8611,1
Mastering Art 2,Advanced AI 1,0.001,0.25,27.8611,1
Fundamentals of Java 6,Guide to AI 5,0.001,0.25,27.8611,1
History of Philosophy 9,Fundamentals of Machine Learning 5,0.001,0.25,27.8611,1
History of Biology 6,The Art of Biology 6,0.001,0.25,27.8611,1
Fundamentals of Java 10,Mastering Philosophy 9,0.001,0.25,27.8611,1
Handbook of Java 8,Mastering Philosophy 9,0.001,0.25,27.8611,1
Advanced History 7,Handbook of Economics 9,0.001,0.25,27.8611,1
Guide to Philosophy 3,Advanced Philosophy 2,0.001,0.25,27.8611,1
The Art of Philosophy 4,Guide to AI 5,0.001,0.25,27.8611,1
Guide to Music 4,Advanced Philosophy 2,0.001,0.25,27.8611,1
Handbook of Machine Learning 7,Advanced Java 7,0.001,0.25,27.8611,1
Mastering History 3,History of Physics 1,0.001,0.25,27.8611,1
Fundamentals of Music 4,Advanced Economics 5,0.001,0.25,27.8611,1
Guide to Music 8,Fundamentals of Chemistry 6,0.001,0.25,27.8611,1
Handbook of Python 4,Advanced Music 8,0.001,0.25,27.8611,1
Fundamentals of Philosophy 9,Fundamentals of Machine Learning 5,0.001,0.25,27.8611,1
History of Biology 8,The Art of Art 8,0.001,0.25,27.8611,1
The Art of Philosophy 4,Fundamentals of Machine Learning 5,0.001,0.25,27.8611,1
Advanced Physics 4,Mastering Philosophy 9,0.001,0.25,27.8611,1
Advanced AI 2,The Art of Art 8,0.001,0.25,27.8611,1
History of Chemistry 4,Advanced AI 1,0.001,0.25,27.8611,1
Fundamentals of Art 10,Advanced Calculus 7,0.001,0.25,27.8611,1
Guide to AI 1,Advanced AI 1,0.001,0.25,27.8611,1
Introduction to History 8,Mastering Philosophy 9,0.001,0.25,27.8611,1
Advanced Art 2,Advanced Java 7,0.001,0.25,27.8611,1
Advanced Chemistry 8,Advanced Economics 5,0.001,0.25,27.8611,1
Guide to AI 1,Advanced Philosophy 2,0.001,0.25,27.8611,1
Advanced Physics 4,Advanced Machine Learning 1,0.001,0.25,27.8611,1
Guide to Machine Learning 2,Advanced Music 8,0.001,0.25,27.8611,1
Handbook of Java 6,Handbook of History 9,0.001,0.25,27.8611,1
The Art of Biology 10,The Art of Biology 6,0.001,0.25,27.8611,1
Handbook of Java 8,Advanced Philosophy 2,0.001,0.25,27.8611,1
The Art of Biology 10,Mastering Music 8,0.001,0.25,27.8611,1
Guide to Calculus 3,The Art of Biology 6,0.001,0.25,27.8611,1
The Art of Physics 8,Advanced Machine Learning 1,0.001,0.25,27.8611,1
Advanced Python 5,The Art of Art 8,0.001,0.25,27.8611,1
History of Java 1,Mastering Physics 3,0.001,0.25,27.8611,1
History of Java 1,The Art of Art 8,0.001,0.25,27.8611,1
Guide to Philosophy 3,Advanced AI 1,0.001,0.25,27.8611,1
Advanced Biology 4,Advanced Philosophy 2,0.001,0.25,27.8611,1
Fundamentals of Philosophy 9,Mastering Physics 3,0.001,0.25,27.8611,1
Fundamentals of AI 5,The Art of Philosophy 1,0.001,0.1667,27.8611,1
The Art of Philosophy 1,Fundamentals of AI 5,0.001,0.1667,27.8611,1
History of Machine Learning 9,History of Music 9,0.001,0.1667,27.8611,1
History of Music 9,History of Machine Learning 9,0.001,0.1667,27.8611,1
Fundamentals of Chemistry 8,Handbook of Chemistry 6,0.001,0.1667,27.8611,1
Handbook of Chemistry 6,Fundamentals of Chemistry 8,0.001,0.1667,27.8611,1
Mastering Music 1,The Art of Calculus 1,0.001,0.1667,27.8611,1
The Art of Calculus 1,Mastering Music 1,0.001,0.1667,27.8611,1
The Art of Economics 3,The Art of History 6,0.001,0.1667,27.8611,1
The Art of History 6,The Art of Economics 3,0.001,0.1667,27.8611,1
History of Music 2,The Art of History 2,0.001,0.1667,27.8611,1
The Art of History 2,History of Music 2,0.001,0.1667,27.8611,1
Advanced Chemistry 10,Introduction to Java 5,0.001,0.1667,27.8611,1
Introduction to Java 5,Advanced Chemistry 10,0.001,0.1667,27.8611,1
History of Machine Learning 8,Introduction to Physics 8,0.001,0.1667,27.8611,1
Introduction to Physics 8,History of Machine Learning 8,0.001,0.1667,27.8611,1
Guide to AI 6,History of Music 9,0.001,0.1667,27.8611,1
History of Music 9,Guide to AI 6,0.001,0.1667,27.8611,1
Mastering Music 1,The Art of Economics 3,0.001,0.1667,27.8611,1
The Art of Economics 3,Mastering Music 1,0.001,0.1667,27.8611,1
History of Machine Learning 9,The Art of Art 9,0.001,0.1667,27.8611,1
The Art of Art 9,History of Machine Learning 9,0.001,0.1667,27.8611,1
Handbook of Physics 7,Introduction to Python 7,0.001,0.1667,27.8611,1
Introduction to Python 7,Handbook of Physics 7,0.001,0.1667,27.8611,1
Advanced Art 1,History of Economics 4,0.001,0.1667,27.8611,1
History of Economics 4,Advanced Art 1,0.001,0.1667,27.8611,1
Guide to AI 6,Handbook of Biology 10,0.001,0.1667,27.8611,1
Handbook of Biology 10,Guide to AI 6,0.001,0.1667,27.8611,1
Guide to AI 6,Introduction to Java 5,0.001,0.1667,27.8611,1
Introduction to Java 5,Guide to AI 6,0.001,0.1667,27.8611,1
Handbook of Biology 10,Introduction to Java 5,0.001,0.1667,27.8611,1
Introduction to Java 5,Handbook of Biology 10,0.001,0.1667,27.8611,1
Fundamentals of Economics 7,History of Machine Learning 8,0.001,0.1667,27.8611,1
History of Machine Learning 8,Fundamentals of Economics 7,0.001,0.1667,27.8611,1
Guide to Calculus 9,Mastering Music 6,0.001,0.1667,27.8611,1
Mastering Music 6,Guide to Calculus 9,0.001,0.1667,27.8611,1
Advanced AI 1,Mastering Art 2,0.001,0.1111,27.8611,1
Guide to AI 5,Fundamentals of Java 6,0.001,0.1111,27.8611,1
Fundamentals of Machine Learning 5,History of Philosophy 9,0.001,0.1111,27.8611,1
The Art of Biology 6,History of Biology 6,0.001,0.1111,27.8611,1
Mastering Philosophy 9,Fundamentals of Java 10,0.001,0.1111,27.8611,1
Mastering Philosophy 9,Handbook of Java 8,0.001,0.1111,27.8611,1
Handbook of Economics 9,Advanced History 7,0.001,0.1111,27.8611,1
Advanced Philosophy 2,Guide to Philosophy 3,0.001,0.1111,27.8611,1
Guide to AI 5,The Art of Philosophy 4,0.001,0.1111,27.8611,1
Advanced Philosophy 2,Guide to Music 4,0.001,0.1111,27.8611,1
Advanced Java 7,Handbook of Machine Learning 7,0.001,0.1111,27.8611,1
History of Physics 1,Mastering History 3,0.001,0.1111,27.8611,1
Advanced Economics 5,Fundamentals of Music 4,0.001,0.1111,27.8611,1
Fundamentals of Chemistry 6,Guide to Music 8,0.001,0.1111,27.8611,1
Advanced Music 8,Handbook of Python 4,0.001,0.1111,27.8611,1
Fundamentals of Machine Learning 5,Fundamentals of Philosophy 9,0.001,0.1111,27.8611,1
The Art of Art 8,History of Biology 8,0.001,0.1111,27.8611,1
Fundamentals of Machine Learning 5,The Art of Philosophy 4,0.001,0.1111,27.8611,1
Mastering Philosophy 9,Advanced Physics 4,0.001,0.1111,27.8611,1
The Art of Art 8,Advanced AI 2,0.001,0.1111,27.8611,1
Advanced AI 1,History of Chemistry 4,0.001,0.1111,27.8611,1
Advanced Calculus 7,Fundamentals of Art 10,0.001,0.1111,27.8611,1
Advanced AI 1,Guide to AI 1,0.001,0.1111,27.8611,1
Mastering Philosophy 9,Introduction to History 8,0.001,0.1111,27.8611,1
Advanced Java 7,Advanced Art 2,0.001,0.1111,27.8611,1
Advanced Economics 5,Advanced Chemistry 8,0.001,0.1111,27.8611,1
Advanced Philosophy 2,Guide to AI 1,0.001,0.1111,27.8611,1
Advanced Machine Learning 1,Advanced Physics 4,0.001,0.1111,27.8611,1
Advanced Music 8,Guide to Machine Learning 2,0.001,0.1111,27.8611,1
Handbook of History 9,Handbook of Java 6,0.001,0.1111,27.8611,1
The Art of Biology 6,The Art of Biology 10,0.001,0.1111,27.8611,1
Advanced Philosophy 2,Handbook of Java 8,0.001,0.1111,27.8611,1
Mastering Music 8,The Art of Biology 10,0.001,0.1111,27.8611,1
The Art of Biology 6,Guide to Calculus 3,0.001,0.1111,27.8611,1
Advanced Machine Learning 1,The Art of Physics 8,0.001,0.1111,27.8611,1
The Art of Art 8,Advanced Python 5,0.001,0.1111,27.8611,1
Mastering Physics 3,History of Java 1,0.001,0.1111,27.8611,1
The Art of Art 8,History of Java 1,0.001,0.1111,27.8611,1
Advanced AI 1,Guide to Philosophy 3,0.001,0.1111,27.8611,1
Advanced Philosophy 2,Advanced Biology 4,0.001,0.1111,27.8611,1
Mastering Physics 3,Fundamentals of Philosophy 9,0.001,0.1111,27.8611,1
Guide to Biology 7,Fundamentals of Chemistry 10,0.001,0.0833,27.8611,1
Guide to Biology 7,The Art of Music 3,0.001,0.0833,27.8611,1
Fundamentals of Biology 4,Mastering Economics 5,0.001,0.0833,27.8611,1
Guide to Biology 7,Fundamentals of Calculus 1,0.001,0.0833,27.8611,1
Fundamentals of Biology 4,Handbook of Python 7,0.001,0.0833,27.8611,1
Advanced Biology 1,The Art of Economics 8,0.001,0.3333,25.7179,1
The Art of Chemistry 2,The Art of Calculus 8,0.001,0.3333,25.7179,1
Mastering Chemistry 7,The Art of Calculus 8,0.001,0.3333,25.7179,1
History of Biology 5,The Art of Calculus 8,0.001,0.3333,25.7179,1
The Art of Economics 8,Advanced Biology 1,0.001,0.0769,25.7179,1
The Art of Calculus 8,The Art of Chemistry 2,0.001,0.0769,25.7179,1
The Art of Calculus 8,Mastering Chemistry 7,0.001,0.0769,25.7179,1
The Art of Calculus 8,History of Biology 5,0.001,0.0769,25.7179,1
History of Economics 6,Mastering Calculus 9,0.001,0.25,25.075,1
Guide to Music 4,Advanced Calculus 8,0.001,0.25,25.075,1
Introduction to Biology 6,Advanced Chemistry 1,0.001,0.25,25.075,1
History of Biology 6,Advanced Calculus 8,0.001,0.25,25.075,1
Mastering Art 2,Guide to Art 2,0.001,0.25,25.075,1
Mastering Calculus 3,Advanced Calculus 8,0.001,0.25,25.075,1
Mastering Calculus 3,Mastering Music 10,0.001,0.25,25.075,1
Introduction to AI 6,Fundamentals of Chemistry 7,0.001,0.25,25.075,1
Guide to Art 6,Advanced Calculus 8,0.001,0.25,25.075,1
History of Python 9,Guide to Art 2,0.001,0.25,25.075,1
